#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801248018 >PAULA BARBISAN </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801244439 >RACHEL ELISE RIZAL </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801243175 >KATHERINE REITER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801233051 >LINDSAY ROSSHIRT </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801209952 >OSCAR GERDNER </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801209945 >NICOLE BENSON </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801209747 >MEAGHAN COLLING </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801186242 >LANE CRAWFORD </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801181441 >KATE COHEN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801165824 >TRAVIS HOWARD </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801159611 >TAHA GHOLIPOUR </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801158324 >ASHLEY WEISMAN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801153085 >MARY TOWER </A>	Nurse Practitioner, Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801145792 >TIAN YOU AN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801123997 >SAHAR ZAFAR </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801095930 >MARY POMERLEAU </A>	Nurse Practitioner, Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801023718 >KRISTYN GORDON </A>	Nurse Practitioner, Adult Health	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801023379 >GRETCHEN GARLOW </A>	Dietitian, Registered	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801015045 >  </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801012380 >KATHRYN KALAFATAS </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790978401 >BERNARDINE MOHANRAJ </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790941656 >SREEDHAR SUBRAMANIAN </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790912285 >SARAH WAKEMAN </A>	Internal Medicine	<span style=color:black>2860 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790912251 >JUSTIN KO </A>	Dermatology	<span style=color:black>644 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790911410 >MILENA PETRANOVIC </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790911295 >ANURADHA SHENOY-BHANGLE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790904845 >EDWARD LOWENSTEIN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790776706 >NANCY ETCOFF </A>	Psychologist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790776227 >EUGENE MARK </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790767911 >HENRY EPINO </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790767440 >GLORIA CICCONE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790766137 >ABIGAIL DONOVAN </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790758126 >ELIZABETH TEMIN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790754265 >GINO SEGRE </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790753499 >CATHERINE MULLALY </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790198869 >GEORGE ENG </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790172658 >TINA DICENSO-FLEMING </A>	Physical Therapist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790170330 >AMANDA XI </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790162428 >GIBRAN MINERO </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790134815 >GRACE LINDER </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790134096 >PETER OSTERGAARD </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790133320 >TAYLOR COE </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790124824 >MATTHEW DESALVO </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790123792 >SETH WANDER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790123347 >MICHELLE DYKE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790123339 >ERIN BLACKSTOCK </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790076107 >JEREMY LYONS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790063527 >JANE MILLER </A>	Nurse Practitioner, Adult Health	<span style=color:black>396 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790054898 >JULIA LYNCH </A>	Nurse Practitioner, Acute Care	<span style=color:black>544 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790047595 >GENEVIEVE STAUDT </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790046787 >SALIL GARG </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790041861 >MARC BENAYOUN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790005262 >AGNIESZKA LESICKA </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780986398 >REBECCA HILL </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780979476 >PHILIP SPENCER </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780973107 >SUSIE HUANG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780970681 >HEESEOP SHIN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780961722 >COREY MULLEN </A>	Nurse Practitioner, Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780956839 >KATHERINE SHORTELLE </A>	Nurse Practitioner, Adult Health	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780946285 >ALEXANDER YU </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780943878 >PETRA SIMIC </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780943803 >DANIEL ZLOTOFF </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780906321 >DANIEL AINSWORTH </A>	Physician Assistant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780870337 >SUZANE BAZNER </A>	Nurse Practitioner, Adult Health	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780843110 >RICARD MASIA </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780800318 >LAURA WHITE </A>	Occupational Therapist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780767269 >PRISCILLA HARRELL </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780746248 >DENISE GAUTHIER </A>	Nurse Practitioner	<span style=color:black>561 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780731596 >ELIZABETH BIGGER </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780729756 >KARON KONNER </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780729202 >ANNE LAFLEUR </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780704957 >ANDRIA BOUCHER </A>	Occupational Therapist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780674960 >PAUL CHAPMAN </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780674945 >DAVID CAPLAN </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780674051 >DOUGLAS HANSELL </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780665612 >KENDRA LEHMAN </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780665190 >LISA WARREN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780662395 >JOHN SIMS </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780658898 >NABIL FAHMY </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780632950 >ELIZABETH GOODMAN </A>	Adolescent Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780139014 >JONATHAN PIKE </A>	Physician Assistant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780091017 >JONATHAN SCHESKE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780086066 >VICTORIA FORTH </A>	Physician Assistant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780066910 >MADELINE KEYES </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780065292 >ELIZABETH CHOU </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780063610 >LOVA SUN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780054411 >JONATHAN COVENEY </A>	Physician Assistant, Medical	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780022863 >MARIA RUBIO </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770999518 >JEFFREY HAJIBANDEH </A>	Oral & Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770964280 >BONNIE CHIEN </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770939381 >SI ARN AARON LEONG </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770932949 >LUCAS MASSOTH </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770932071 >HILLARY RAAB </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770928681 >KATRIN SADIGH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770921850 >MICAELA OWUSU </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770903353 >TAMAR GEFEN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770879231 >JASON BARRERA </A>	Internal Medicine	<span style=color:black>683 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770859829 >CHRISTINE EYLER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770804015 >JONATHAN REISMAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770800146 >DEBORAH FORST </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770734501 >JENNIFER ORCUTT </A>	Nurse Practitioner	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770728354 >MARYBETH SAMPSON </A>	Registered Nurse, General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770714651 >SHAUNA DUIGENAN </A>	Body Imaging	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770710485 >ADAM DETORA </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770632416 >ANNE FIORE </A>	Nurse Practitioner	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770631483 >CATHERINE FURLANI </A>	Nurse Practitioner	<span style=color:black>482 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770616336 >LUCIA COALE </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770574915 >ANA MARIA ROSALES </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
