#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780088799 >ERIK LITONIUS </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780079921 >JULIET MORGAN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780048751 >MICHELLE MATZKO </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770938904 >LIAT GUTIN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770894503 >MARTINA STEURER-MULLER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770875676 >VANDNA JERATH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770842684 >ANGELO CLEMENZI-ALLEN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770528192 >ARTHUR ABLIN </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770515694 >MAY YONG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770507139 >MUHAMMAD SHAIKH </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760878995 >GLADYS RODRIGUEZ </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760801559 >ELIZABETH CROUCH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760748834 >SARA SANI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1760725469 >NATALIE WITEK </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750713152 >MYLENE LECOURS </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750661963 >MICHAEL KANAKOS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750617387 >BRIAN BERGER </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750607966 >JESSICA DAVIS </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750520821 >MELISSA ROSENSTEIN </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750330064 >MARK ROLLINS </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740622695 >MATTHEW BARKOVICH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740550821 >DIANA CORY </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740535947 >ANDREW SCOTT </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740508985 >JULIE O'BRIEN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740456243 >LISA FAUCON </A>	Dietitian, Registered	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740211093 >SARA KHADEMI </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730479577 >NANCY ANN OBERHEIM BUSH </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730479239 >SHAHED TOOSSI </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730449844 >ANNIE FANG </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730408774 >SUNITHA KAISER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730373119 >SUZANNE CHANG </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730356429 >FLEURISE MONTECILLO </A>	Pediatric Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730322462 >ELIZABETH GIBB </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730321092 >NICHLESH PATEL </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730137126 >LINDA FERRELL </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730126103 >  </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720441397 >BRIAN WARMUS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720284573 >KAREN ORDOVAS </A>	Body Imaging	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720090681 >BRIAN CASON </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710944889 >ANDREW AUERBACH </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710943170 >JAE LEE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710927314 >BONNIE JOE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710916796 >JENNIFER LAUCHLE </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710321062 >CHRISTIAN ROSE </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710253042 >LILLIAN BROWN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710212634 >ANNE HINIKER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710201025 >SHANNON BERES </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710120522 >LISA MENESES </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710105309 >JAMES LINDSEY </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700987252 >DYLAN PILLAI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700964566 >LENA KIM </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700842119 >JACQUELINE LEUNG </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700841319 >LINDA LIU </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700817913 >MARK COCALIS </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700205457 >CHRISTOPHER MCGRAW </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700143971 >ODAYME QUESADA </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700088069 >MICHAEL WATERFIELD </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699971721 >KENDALL NASH </A>	Neurodevelopmental Disabilities	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699161315 >VAIBHAV UPADHYAY </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699118075 >CHRISTOS TSOKOS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699090332 >DINA WALLIN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699057802 >JINA SINSKEY </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689990509 >DENNIS DIAS </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689963902 >JULIAN VILLAR </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689909756 >RAGESHREE RAMACHANDRAN </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689909608 >SUSAN BRIM </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689846404 >  </A>	Managed Care Organizations   , Point of Service	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689723967 >LOLA VANCOMPERNOLLE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689682015 >ANTONIO WESTPHALEN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689613481 >MICHAEL CALLAHAM </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679733125 >LEE JENNINGS </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679728430 >RAQUEL GARDNER </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679510929 >PEARL TOY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679506109 >JOEL CHASIS </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669779179 >PATRICK GONZALES </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669765145 >BETH WINGER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669748547 >NEHA AMIN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669748158 >MAXIM RITZENBERG </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669623773 >LUKEJOHN DAY </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669488391 >JEFFREY BULLARD-BERENT </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669414587 >DAVID NORMAN </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669411005 >CARINA MARI APARICI </A>	Nuclear Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659790558 >LINDSAY BRAUN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659733673 >JOSIAH GERDTS </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649665456 >ALINA FOMOVSKA </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649664566 >ANDREW KERKHOFF </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649439829 >WILBUR LAM </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639413164 >R. MORRIS, JR. </A>	General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629368048 >ZHEN YAN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619934239 >SUMANT RANJI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619932142 >THEODORA NICHOLAU </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619923778 >STEPHEN DEARMOND </A>	Neuropathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619425311 >CALVIN HUYNH </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619325867 >SARAH KIM </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619295961 >HILARY SEELEY </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619249034 >TAYLOR NICHOLS </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619219979 >NOAH HAWTHORNE </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619141413 >ROOZBEH HOUSHYAR </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619110384 >WIN HAN </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619107638 >MOLLY BURNETT </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619022621 >HEINER RUSCHULTE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609933605 >  </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609831312 >DANIEL BURKHARDT </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609818764 >CHARLES GHERMAN </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609294909 >EKATERINA VAISBERG </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609190180 >ROBERT BROWNELL </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609165455 >GENEVIEVE WOODARD </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609057694 >AMY LIN </A>	Internal Medicine	<span style=color:black>796 </span>	<span style=color:red>High drug cost</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609029206 >DENAH TAGGART </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609001965 >RAKESH JOTWANI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
